Call Id;Agent;Date;Time;Topic;Answered (Y/N);Resolved;Speed of answer in seconds;AvgTalkDuration;Satisfaction rating;Calls Answered (Y);Total Calls Resolved
ID2534;Dan;13.02.2021;0.72099537037037;Contract related;Y;Y;32;12:03:33 AM;4;Y;
ID2535;Jim;14.02.2021;0.38;Payment related;Y;Y;119;12:04:18 AM;4;Y;
ID2536;Greg;14.02.2021;0.38;Contract related;Y;Y;112;12:04:29 AM;2;Y;
ID2537;Stewart;14.02.2021;0.40200231481481;Technical Support;Y;Y;49;12:04:10 AM;1;Y;
ID2538;Stewart;14.02.2021;0.40200231481481;Contract related;N;N;;;;N;
ID2539;Joe;14.02.2021;0.40700231481481;Admin Support;Y;Y;74;12:04:54 AM;3;Y;
ID2540;Greg;14.02.2021;0.40700231481481;Streaming;Y;N;117;12:02:45 AM;4;Y;
ID2541;Jim;14.02.2021;0.40900462962963;Contract related;N;N;;;;N;
ID2542;Diane;14.02.2021;0.40900462962963;Admin Support;Y;Y;40;12:06:51 AM;1;Y;
ID2543;Martha;14.02.2021;0.43400462962963;Contract related;Y;Y;87;12:04:53 AM;5;Y;
ID2544;Martha;14.02.2021;0.43400462962963;Streaming;Y;Y;58;12:01:24 AM;4;Y;
ID2545;Becky;14.02.2021;0.43799768518519;Technical Support;Y;Y;84;12:06:00 AM;4;Y;
ID2546;Jim;14.02.2021;0.43799768518519;Payment related;Y;Y;54;12:02:17 AM;2;Y;
ID2547;Dan;14.02.2021;0.45299768518519;Contract related;Y;Y;13;12:05:36 AM;5;Y;
ID2548;Diane;14.02.2021;0.45299768518519;Technical Support;N;N;;;;N;
ID2549;Jim;14.02.2021;0.49599537037037;Technical Support;Y;Y;42;12:00:36 AM;4;Y;
ID2550;Stewart;14.02.2021;0.49599537037037;Payment related;Y;Y;12;12:02:36 AM;1;Y;
ID2551;Diane;14.02.2021;0.52200231481481;Admin Support;Y;Y;13;12:04:40 AM;3;Y;
ID2552;Greg;14.02.2021;0.52200231481481;Contract related;N;N;;;;N;
ID2553;Diane;14.02.2021;0.52900462962963;Streaming;Y;Y;100;12:03:11 AM;5;Y;
ID2554;Joe;14.02.2021;0.52900462962963;Payment related;Y;Y;70;12:01:10 AM;2;Y;
ID2555;Stewart;14.02.2021;0.54;Streaming;N;N;;;;N;
ID2556;Jim;14.02.2021;0.54;Technical Support;N;N;;;;N;
ID2557;Becky;14.02.2021;0.55099537037037;Technical Support;Y;Y;102;12:05:53 AM;4;Y;
ID2558;Becky;14.02.2021;0.55099537037037;Technical Support;Y;Y;82;12:03:19 AM;3;Y;
ID2559;Joe;14.02.2021;0.56;Streaming;Y;N;24;12:04:07 AM;5;Y;
ID2560;Stewart;14.02.2021;0.56;Admin Support;Y;Y;10;12:01:39 AM;5;Y;
ID2561;Jim;14.02.2021;0.57400462962963;Payment related;N;N;;;;N;
ID2562;Stewart;14.02.2021;0.57400462962963;Streaming;Y;Y;80;12:05:01 AM;1;Y;
ID2563;Stewart;14.02.2021;0.57700231481481;Technical Support;Y;Y;63;12:06:14 AM;4;Y;
ID2564;Greg;14.02.2021;0.57700231481481;Contract related;Y;Y;43;12:06:53 AM;4;Y;
ID2565;Dan;14.02.2021;0.59799768518519;Payment related;N;N;;;;N;
ID2566;Diane;14.02.2021;0.59799768518519;Payment related;Y;Y;87;12:02:02 AM;4;Y;
ID2567;Joe;14.02.2021;0.6;Technical Support;Y;Y;125;12:06:04 AM;4;Y;
ID2568;Stewart;14.02.2021;0.6;Payment related;Y;Y;56;12:03:52 AM;1;Y;
ID2569;Greg;14.02.2021;0.61799768518519;Payment related;Y;Y;88;12:03:46 AM;3;Y;
ID2570;Jim;14.02.2021;0.61799768518519;Payment related;Y;Y;45;12:01:17 AM;4;Y;
ID2571;Dan;14.02.2021;0.61900462962963;Technical Support;Y;Y;24;12:02:01 AM;4;Y;
ID2572;Jim;14.02.2021;0.61900462962963;Contract related;Y;Y;23;12:04:12 AM;5;Y;
ID2573;Becky;14.02.2021;0.64900462962963;Payment related;Y;Y;66;12:06:47 AM;5;Y;
ID2574;Martha;14.02.2021;0.64900462962963;Admin Support;N;N;;;;N;
ID2575;Joe;14.02.2021;0.68599537037037;Streaming;Y;Y;67;12:01:35 AM;4;Y;
ID2576;Becky;14.02.2021;0.68599537037037;Technical Support;Y;Y;39;12:05:14 AM;1;Y;
ID2577;Becky;14.02.2021;0.69299768518519;Streaming;Y;Y;70;12:00:39 AM;1;Y;
ID2578;Jim;14.02.2021;0.69299768518519;Admin Support;Y;Y;40;12:06:39 AM;5;Y;
ID2579;Stewart;14.02.2021;0.69299768518519;Contract related;N;N;;;;N;
ID2580;Martha;14.02.2021;0.69299768518519;Admin Support;Y;Y;28;12:06:26 AM;3;Y;
ID2581;Joe;14.02.2021;0.70200231481481;Technical Support;Y;Y;107;12:03:39 AM;2;Y;
ID2582;Stewart;14.02.2021;0.70200231481481;Payment related;Y;Y;62;12:04:42 AM;4;Y;
ID2583;Diane;14.02.2021;0.70400462962963;Technical Support;Y;Y;80;12:04:20 AM;4;Y;
ID2584;Stewart;14.02.2021;0.70400462962963;Contract related;Y;Y;63;12:03:06 AM;3;Y;
ID2585;Becky;14.02.2021;0.715;Technical Support;Y;Y;36;12:05:18 AM;3;Y;
ID2586;Dan;14.02.2021;0.715;Contract related;Y;Y;64;12:02:05 AM;3;Y;
ID2587;Greg;14.02.2021;0.715;Contract related;Y;Y;110;12:05:43 AM;3;Y;
ID2588;Jim;14.02.2021;0.715;Admin Support;Y;Y;43;12:06:22 AM;3;Y;
ID2589;Jim;14.02.2021;0.71599537037037;Technical Support;Y;Y;76;12:04:44 AM;5;Y;
ID2590;Joe;14.02.2021;0.71599537037037;Technical Support;Y;Y;45;12:02:29 AM;2;Y;
ID2591;Martha;14.02.2021;0.73400462962963;Streaming;Y;N;109;12:01:12 AM;3;Y;
ID2592;Joe;14.02.2021;0.73400462962963;Streaming;Y;Y;68;12:06:54 AM;4;Y;
ID2593;Greg;14.02.2021;0.73799768518519;Contract related;Y;N;99;12:06:54 AM;1;Y;
ID2594;Dan;14.02.2021;0.73799768518519;Contract related;Y;Y;27;12:04:05 AM;4;Y;
ID2595;Greg;15.02.2021;0.375;Streaming;Y;Y;14;12:00:58 AM;3;Y;
ID2596;Greg;15.02.2021;0.375;Admin Support;Y;Y;81;12:04:21 AM;3;Y;
ID2597;Dan;15.02.2021;0.39799768518519;Admin Support;Y;Y;24;12:03:07 AM;3;Y;
ID2598;Dan;15.02.2021;0.39799768518519;Contract related;Y;Y;13;12:05:48 AM;1;Y;
ID2599;Becky;15.02.2021;0.41799768518519;Technical Support;Y;Y;89;12:00:53 AM;1;Y;
ID2600;Becky;15.02.2021;0.41799768518519;Streaming;Y;Y;103;12:05:57 AM;4;Y;
ID2601;Jim;15.02.2021;0.41799768518519;Payment related;Y;Y;103;12:03:48 AM;3;Y;
ID2602;Greg;15.02.2021;0.41799768518519;Payment related;N;N;;;;N;
ID2603;Stewart;15.02.2021;0.43099537037037;Contract related;Y;N;59;12:03:31 AM;3;Y;
ID2604;Joe;15.02.2021;0.43099537037037;Payment related;Y;Y;113;12:01:38 AM;3;Y;
ID2605;Diane;15.02.2021;0.46700231481481;Contract related;Y;Y;69;12:01:52 AM;2;Y;
ID2606;Diane;15.02.2021;0.46700231481481;Technical Support;Y;Y;69;12:01:51 AM;2;Y;
ID2607;Becky;15.02.2021;0.48200231481481;Technical Support;Y;N;11;12:05:07 AM;4;Y;
ID2608;Dan;15.02.2021;0.48200231481481;Contract related;Y;Y;75;12:04:11 AM;2;Y;
ID2609;Jim;15.02.2021;0.48700231481481;Technical Support;Y;N;24;12:02:32 AM;5;Y;
ID2610;Becky;15.02.2021;0.48700231481481;Admin Support;Y;Y;124;12:06:08 AM;3;Y;
ID2611;Greg;15.02.2021;0.49;Admin Support;Y;Y;32;12:02:34 AM;5;Y;
ID2612;Stewart;15.02.2021;0.49;Admin Support;Y;Y;105;12:06:34 AM;5;Y;
ID2613;Becky;15.02.2021;0.49200231481481;Technical Support;N;N;;;;N;
ID2614;Jim;15.02.2021;0.49200231481481;Payment related;Y;Y;94;12:01:03 AM;4;Y;
ID2615;Joe;15.02.2021;0.505;Contract related;Y;Y;107;12:02:16 AM;4;Y;
ID2616;Diane;15.02.2021;0.505;Admin Support;Y;Y;79;12:05:33 AM;5;Y;
ID2617;Dan;15.02.2021;0.515;Contract related;N;N;;;;N;
ID2618;Becky;15.02.2021;0.515;Admin Support;Y;Y;59;12:02:05 AM;4;Y;
ID2619;Dan;15.02.2021;0.52700231481481;Technical Support;Y;N;117;12:04:54 AM;3;Y;
ID2620;Martha;15.02.2021;0.52700231481481;Streaming;Y;Y;37;12:01:51 AM;3;Y;
ID2621;Dan;15.02.2021;0.54200231481481;Admin Support;Y;Y;94;12:05:20 AM;4;Y;
ID2622;Becky;15.02.2021;0.54200231481481;Technical Support;Y;Y;120;12:02:45 AM;1;Y;
ID2623;Jim;15.02.2021;0.56;Contract related;N;N;;;;N;
ID2624;Martha;15.02.2021;0.56;Streaming;Y;Y;50;12:06:47 AM;2;Y;
ID2625;Becky;15.02.2021;0.56900462962963;Payment related;Y;Y;47;12:02:28 AM;5;Y;
ID2626;Stewart;15.02.2021;0.56900462962963;Streaming;N;N;;;;N;
ID2627;Dan;15.02.2021;0.57099537037037;Admin Support;Y;Y;118;12:02:53 AM;5;Y;
ID2628;Becky;15.02.2021;0.57099537037037;Admin Support;N;N;;;;N;
ID2629;Greg;15.02.2021;0.60299768518519;Technical Support;N;N;;;;N;
ID2630;Jim;15.02.2021;0.60299768518519;Technical Support;Y;Y;14;12:01:13 AM;5;Y;
ID2631;Dan;15.02.2021;0.60400462962963;Technical Support;Y;Y;88;12:01:09 AM;3;Y;
ID2632;Joe;15.02.2021;0.60400462962963;Streaming;Y;Y;124;12:00:52 AM;4;Y;
ID2633;Diane;15.02.2021;0.61400462962963;Payment related;Y;Y;18;12:00:48 AM;5;Y;
ID2634;Dan;15.02.2021;0.61400462962963;Admin Support;Y;Y;22;12:02:05 AM;3;Y;
ID2635;Jim;15.02.2021;0.61900462962963;Technical Support;N;N;;;;N;
ID2636;Becky;15.02.2021;0.61900462962963;Streaming;Y;Y;94;12:06:18 AM;5;Y;
ID2637;Becky;15.02.2021;0.62299768518519;Technical Support;Y;N;54;12:03:36 AM;3;Y;
ID2638;Greg;15.02.2021;0.62299768518519;Contract related;Y;N;44;12:03:17 AM;5;Y;
ID2639;Greg;15.02.2021;0.65700231481481;Admin Support;Y;Y;28;12:04:23 AM;3;Y;
ID2640;Jim;15.02.2021;0.65700231481481;Payment related;Y;Y;103;12:03:12 AM;3;Y;
ID2641;Joe;15.02.2021;0.65799768518519;Technical Support;Y;Y;25;12:00:47 AM;4;Y;
ID2642;Becky;15.02.2021;0.65799768518519;Streaming;N;N;;;;N;
ID2643;Jim;15.02.2021;0.66799768518519;Streaming;Y;Y;84;12:04:10 AM;3;Y;
ID2644;Dan;15.02.2021;0.66799768518519;Streaming;Y;Y;36;12:03:57 AM;4;Y;
ID2645;Becky;15.02.2021;0.71599537037037;Payment related;N;N;;;;N;
ID2646;Stewart;15.02.2021;0.71599537037037;Payment related;Y;Y;42;12:03:41 AM;4;Y;
ID2647;Dan;15.02.2021;0.72099537037037;Streaming;Y;Y;124;12:03:51 AM;3;Y;
ID2648;Stewart;15.02.2021;0.72099537037037;Technical Support;Y;Y;99;12:03:40 AM;5;Y;
ID2649;Diane;15.02.2021;0.72200231481481;Streaming;Y;Y;124;12:04:23 AM;5;Y;
ID2650;Greg;15.02.2021;0.72200231481481;Admin Support;Y;Y;55;12:06:25 AM;5;Y;
ID2651;Dan;15.02.2021;0.74;Admin Support;N;N;;;;N;
ID2652;Jim;15.02.2021;0.74;Payment related;N;N;;;;N;
ID2653;Greg;16.02.2021;0.38;Admin Support;Y;Y;64;12:05:06 AM;2;Y;
ID2654;Diane;16.02.2021;0.38;Technical Support;Y;Y;82;12:04:54 AM;2;Y;
ID2655;Diane;16.02.2021;0.42;Streaming;Y;Y;50;12:03:19 AM;4;Y;
ID2656;Stewart;16.02.2021;0.42;Contract related;Y;Y;100;12:03:42 AM;4;Y;
ID2657;Jim;16.02.2021;0.43299768518519;Admin Support;Y;Y;26;12:06:54 AM;3;Y;
ID2658;Dan;16.02.2021;0.43299768518519;Payment related;Y;Y;75;12:04:14 AM;2;Y;
ID2659;Greg;16.02.2021;0.43799768518519;Technical Support;Y;Y;26;12:06:28 AM;3;Y;
ID2660;Dan;16.02.2021;0.43799768518519;Payment related;Y;Y;21;12:05:08 AM;3;Y;
ID2661;Stewart;16.02.2021;0.43799768518519;Admin Support;Y;Y;53;12:00:31 AM;1;Y;
ID2662;Greg;16.02.2021;0.43799768518519;Streaming;Y;Y;109;12:02:37 AM;3;Y;
ID2663;Becky;16.02.2021;0.46299768518519;Streaming;Y;Y;108;12:06:04 AM;3;Y;
ID2664;Stewart;16.02.2021;0.46299768518519;Contract related;Y;Y;58;12:05:16 AM;5;Y;
ID2665;Stewart;16.02.2021;0.46700231481481;Payment related;Y;Y;14;12:05:51 AM;5;Y;
ID2666;Martha;16.02.2021;0.46700231481481;Contract related;Y;Y;74;12:05:31 AM;4;Y;
ID2667;Jim;16.02.2021;0.47099537037037;Contract related;N;N;;;;N;
ID2668;Jim;16.02.2021;0.47099537037037;Streaming;Y;Y;54;12:02:46 AM;5;Y;
ID2669;Greg;16.02.2021;0.47700231481481;Streaming;Y;Y;18;12:03:43 AM;4;Y;
ID2670;Joe;16.02.2021;0.47700231481481;Payment related;Y;Y;39;12:06:13 AM;3;Y;
ID2671;Martha;16.02.2021;0.50700231481481;Payment related;Y;Y;31;12:03:17 AM;1;Y;
ID2672;Diane;16.02.2021;0.50700231481481;Technical Support;Y;Y;118;12:05:00 AM;3;Y;
ID2673;Diane;16.02.2021;0.535;Payment related;N;N;;;;N;
ID2674;Joe;16.02.2021;0.535;Contract related;Y;Y;118;12:05:58 AM;3;Y;
ID2675;Jim;16.02.2021;0.54400462962963;Payment related;Y;Y;69;12:03:37 AM;4;Y;
ID2676;Greg;16.02.2021;0.54400462962963;Payment related;Y;Y;125;12:06:21 AM;5;Y;
ID2677;Dan;16.02.2021;0.60200231481481;Streaming;Y;N;47;12:02:41 AM;3;Y;
ID2678;Joe;16.02.2021;0.60200231481481;Payment related;Y;Y;53;12:01:04 AM;1;Y;
ID2679;Diane;16.02.2021;0.61700231481481;Streaming;Y;N;55;12:04:37 AM;2;Y;
ID2680;Martha;16.02.2021;0.61700231481481;Admin Support;Y;Y;91;12:05:30 AM;2;Y;
ID2681;Joe;16.02.2021;0.62099537037037;Technical Support;Y;Y;37;12:05:23 AM;3;Y;
ID2682;Jim;16.02.2021;0.62099537037037;Admin Support;Y;Y;118;12:04:53 AM;4;Y;
ID2683;Dan;16.02.2021;0.63;Technical Support;Y;Y;37;12:05:36 AM;5;Y;
ID2684;Becky;16.02.2021;0.63;Admin Support;Y;Y;124;12:04:04 AM;4;Y;
ID2685;Greg;16.02.2021;0.63900462962963;Technical Support;Y;Y;105;12:01:35 AM;4;Y;
ID2686;Diane;16.02.2021;0.63900462962963;Admin Support;N;N;;;;N;
ID2687;Greg;16.02.2021;0.64900462962963;Technical Support;Y;Y;36;12:03:27 AM;1;Y;
ID2688;Martha;16.02.2021;0.64900462962963;Streaming;Y;Y;87;12:06:52 AM;4;Y;
ID2689;Becky;16.02.2021;0.67;Technical Support;Y;Y;98;12:05:02 AM;4;Y;
ID2690;Dan;16.02.2021;0.67;Admin Support;N;N;;;;N;
ID2691;Joe;16.02.2021;0.67700231481481;Payment related;Y;Y;37;12:02:51 AM;3;Y;
ID2692;Jim;16.02.2021;0.67700231481481;Streaming;Y;Y;65;12:04:48 AM;1;Y;
ID2693;Diane;16.02.2021;0.68400462962963;Contract related;Y;Y;117;12:06:27 AM;3;Y;
ID2694;Dan;16.02.2021;0.68400462962963;Streaming;Y;Y;70;12:01:42 AM;4;Y;
ID2695;Greg;16.02.2021;0.68700231481481;Streaming;N;N;;;;N;
ID2696;Becky;16.02.2021;0.68700231481481;Streaming;Y;Y;30;12:05:33 AM;3;Y;
ID2697;Becky;16.02.2021;0.68900462962963;Technical Support;N;N;;;;N;
ID2698;Jim;16.02.2021;0.68900462962963;Technical Support;Y;N;53;12:04:39 AM;3;Y;
ID2699;Becky;16.02.2021;0.71700231481481;Streaming;Y;Y;69;12:05:11 AM;4;Y;
ID2700;Stewart;16.02.2021;0.71700231481481;Contract related;Y;Y;109;12:04:10 AM;1;Y;
ID2701;Dan;16.02.2021;0.72799768518519;Technical Support;Y;Y;17;12:00:42 AM;5;Y;
ID2702;Martha;16.02.2021;0.72799768518519;Streaming;Y;Y;109;12:04:52 AM;4;Y;
ID2703;Greg;16.02.2021;0.73;Contract related;Y;Y;50;12:05:46 AM;5;Y;
ID2704;Becky;16.02.2021;0.73;Admin Support;Y;N;22;12:03:31 AM;3;Y;
ID2705;Diane;16.02.2021;0.74;Contract related;Y;Y;100;12:02:35 AM;4;Y;
ID2706;Stewart;16.02.2021;0.74;Streaming;Y;Y;101;12:05:15 AM;3;Y;
ID2707;Becky;16.02.2021;0.745;Payment related;Y;Y;15;12:02:49 AM;3;Y;
ID2708;Diane;16.02.2021;0.745;Contract related;Y;Y;59;12:04:29 AM;5;Y;
ID2709;Stewart;17.02.2021;0.37599537037037;Contract related;Y;Y;93;12:03:15 AM;3;Y;
ID2710;Becky;17.02.2021;0.37599537037037;Payment related;Y;Y;81;12:06:25 AM;4;Y;
ID2711;Jim;17.02.2021;0.38700231481481;Admin Support;Y;Y;20;12:02:11 AM;1;Y;
ID2712;Greg;17.02.2021;0.38700231481481;Contract related;Y;Y;47;12:00:35 AM;3;Y;
ID2713;Diane;17.02.2021;0.39099537037037;Admin Support;Y;N;17;12:03:02 AM;1;Y;
ID2714;Stewart;17.02.2021;0.39099537037037;Payment related;Y;N;15;12:01:04 AM;3;Y;
ID2715;Diane;17.02.2021;0.39900462962963;Technical Support;Y;Y;94;12:06:10 AM;5;Y;
ID2716;Martha;17.02.2021;0.39900462962963;Technical Support;Y;Y;10;12:02:15 AM;5;Y;
ID2717;Joe;17.02.2021;0.41200231481481;Admin Support;Y;Y;96;12:04:12 AM;3;Y;
ID2718;Joe;17.02.2021;0.41200231481481;Admin Support;Y;Y;32;12:01:41 AM;4;Y;
ID2719;Becky;17.02.2021;0.41599537037037;Streaming;Y;Y;36;12:05:02 AM;1;Y;
ID2720;Martha;17.02.2021;0.41599537037037;Streaming;Y;Y;50;12:01:42 AM;5;Y;
ID2721;Stewart;17.02.2021;0.41900462962963;Payment related;N;N;;;;N;
ID2722;Martha;17.02.2021;0.41900462962963;Payment related;Y;Y;89;12:00:33 AM;2;Y;
ID2723;Diane;17.02.2021;0.44200231481481;Contract related;N;N;;;;N;
ID2724;Joe;17.02.2021;0.44200231481481;Admin Support;Y;Y;114;12:05:47 AM;5;Y;
ID2725;Martha;17.02.2021;0.44700231481481;Streaming;Y;Y;44;12:06:31 AM;5;Y;
ID2726;Joe;17.02.2021;0.44700231481481;Admin Support;Y;Y;100;12:06:06 AM;5;Y;
ID2727;Jim;17.02.2021;0.475;Payment related;N;N;;;;N;
ID2728;Jim;17.02.2021;0.475;Contract related;Y;Y;70;12:00:49 AM;4;Y;
ID2729;Martha;17.02.2021;0.475;Contract related;Y;Y;16;12:04:03 AM;4;Y;
ID2730;Becky;17.02.2021;0.475;Admin Support;Y;Y;49;12:01:04 AM;4;Y;
ID2731;Joe;17.02.2021;0.47799768518519;Streaming;Y;Y;96;12:05:48 AM;4;Y;
ID2732;Greg;17.02.2021;0.47799768518519;Admin Support;Y;Y;85;12:05:36 AM;4;Y;
ID2733;Martha;17.02.2021;0.48799768518519;Contract related;Y;Y;65;12:05:29 AM;2;Y;
ID2734;Martha;17.02.2021;0.48799768518519;Payment related;Y;Y;67;12:00:30 AM;4;Y;
ID2735;Greg;17.02.2021;0.50400462962963;Payment related;Y;Y;50;12:01:09 AM;4;Y;
ID2736;Becky;17.02.2021;0.50400462962963;Streaming;N;N;;;;N;
ID2737;Diane;17.02.2021;0.50700231481481;Contract related;Y;Y;79;12:03:22 AM;3;Y;
ID2738;Greg;17.02.2021;0.50700231481481;Technical Support;Y;Y;107;12:03:53 AM;4;Y;
ID2739;Martha;17.02.2021;0.50799768518519;Contract related;Y;N;52;12:04:50 AM;1;Y;
ID2740;Jim;17.02.2021;0.50799768518519;Streaming;Y;N;104;12:06:25 AM;1;Y;
ID2741;Joe;17.02.2021;0.51200231481481;Admin Support;N;N;;;;N;
ID2742;Jim;17.02.2021;0.51200231481481;Contract related;Y;Y;63;12:00:54 AM;1;Y;
ID2743;Becky;17.02.2021;0.54400462962963;Technical Support;Y;Y;79;12:03:51 AM;4;Y;
ID2744;Greg;17.02.2021;0.54400462962963;Streaming;Y;N;21;12:06:31 AM;3;Y;
ID2745;Becky;17.02.2021;0.55900462962963;Technical Support;Y;Y;93;12:05:36 AM;3;Y;
ID2746;Joe;17.02.2021;0.55900462962963;Streaming;Y;Y;72;12:02:52 AM;4;Y;
ID2747;Greg;17.02.2021;0.56700231481481;Admin Support;Y;Y;84;12:04:32 AM;3;Y;
ID2748;Stewart;17.02.2021;0.56700231481481;Admin Support;N;N;;;;N;
ID2749;Jim;17.02.2021;0.59700231481481;Admin Support;Y;Y;45;12:02:04 AM;3;Y;
ID2750;Stewart;17.02.2021;0.59700231481481;Streaming;N;N;;;;N;
ID2751;Dan;17.02.2021;0.60400462962963;Streaming;Y;N;49;12:01:21 AM;4;Y;
ID2752;Becky;17.02.2021;0.60400462962963;Admin Support;Y;Y;110;12:06:06 AM;4;Y;
ID2753;Diane;17.02.2021;0.60599537037037;Technical Support;Y;N;58;12:02:13 AM;3;Y;
ID2754;Joe;17.02.2021;0.60599537037037;Contract related;Y;Y;35;12:06:13 AM;4;Y;
ID2755;Dan;17.02.2021;0.62700231481481;Payment related;Y;Y;105;12:01:10 AM;4;Y;
ID2756;Diane;17.02.2021;0.62700231481481;Payment related;Y;Y;99;12:02:12 AM;3;Y;
ID2757;Joe;17.02.2021;0.63200231481481;Contract related;Y;Y;53;12:04:02 AM;2;Y;
ID2758;Greg;17.02.2021;0.63200231481481;Contract related;Y;N;50;12:06:42 AM;4;Y;
ID2759;Jim;17.02.2021;0.65700231481481;Contract related;Y;Y;114;12:02:32 AM;4;Y;
ID2760;Stewart;17.02.2021;0.65700231481481;Technical Support;N;N;;;;N;
ID2761;Diane;17.02.2021;0.67099537037037;Payment related;N;N;;;;N;
ID2762;Dan;17.02.2021;0.67099537037037;Payment related;Y;Y;87;12:02:30 AM;4;Y;
ID2763;Jim;17.02.2021;0.67700231481481;Payment related;Y;N;55;12:01:07 AM;5;Y;
ID2764;Martha;17.02.2021;0.67700231481481;Admin Support;Y;Y;97;12:05:54 AM;4;Y;
ID2765;Martha;17.02.2021;0.68599537037037;Payment related;Y;N;12;12:04:28 AM;3;Y;
ID2766;Greg;17.02.2021;0.68599537037037;Streaming;N;N;;;;N;
ID2767;Stewart;17.02.2021;0.69200231481481;Admin Support;Y;Y;79;12:03:01 AM;5;Y;
ID2768;Martha;17.02.2021;0.69200231481481;Technical Support;Y;Y;11;12:06:23 AM;3;Y;
ID2769;Stewart;17.02.2021;0.71599537037037;Payment related;Y;N;69;12:00:39 AM;4;Y;
ID2770;Jim;17.02.2021;0.71599537037037;Admin Support;N;N;;;;N;
ID2771;Martha;17.02.2021;0.71700231481481;Technical Support;N;N;;;;N;
ID2772;Jim;17.02.2021;0.71700231481481;Admin Support;Y;Y;123;12:01:48 AM;3;Y;
ID2773;Joe;17.02.2021;0.73900462962963;Admin Support;N;N;;;;N;
ID2774;Martha;17.02.2021;0.73900462962963;Admin Support;Y;N;48;12:03:34 AM;4;Y;
ID2775;Joe;17.02.2021;0.74599537037037;Contract related;Y;Y;78;12:06:57 AM;3;Y;
ID2776;Joe;17.02.2021;0.74599537037037;Technical Support;Y;Y;109;12:04:04 AM;3;Y;
ID2777;Dan;18.02.2021;0.39099537037037;Technical Support;Y;N;61;12:05:54 AM;5;Y;
ID2778;Greg;18.02.2021;0.39099537037037;Payment related;Y;Y;86;12:01:37 AM;2;Y;
ID2779;Greg;18.02.2021;0.405;Admin Support;Y;Y;74;12:06:52 AM;4;Y;
ID2780;Diane;18.02.2021;0.405;Payment related;Y;Y;125;12:04:53 AM;3;Y;
ID2781;Becky;18.02.2021;0.41700231481481;Contract related;Y;N;64;12:06:09 AM;2;Y;
ID2782;Joe;18.02.2021;0.41700231481481;Streaming;Y;Y;63;12:02:06 AM;3;Y;
ID2783;Greg;18.02.2021;0.42599537037037;Admin Support;Y;Y;46;12:06:36 AM;4;Y;
ID2784;Greg;18.02.2021;0.42599537037037;Admin Support;Y;Y;63;12:04:15 AM;3;Y;
ID2785;Joe;18.02.2021;0.42799768518519;Contract related;Y;Y;96;12:00:47 AM;4;Y;
ID2786;Dan;18.02.2021;0.42799768518519;Streaming;Y;Y;37;12:04:25 AM;3;Y;
ID2787;Dan;18.02.2021;0.44;Contract related;Y;Y;73;12:03:24 AM;4;Y;
ID2788;Diane;18.02.2021;0.44;Payment related;Y;Y;111;12:02:18 AM;4;Y;
ID2789;Joe;18.02.2021;0.44299768518519;Payment related;N;N;;;;N;
ID2790;Joe;18.02.2021;0.44299768518519;Streaming;Y;Y;79;12:03:08 AM;2;Y;
ID2791;Greg;18.02.2021;0.45599537037037;Admin Support;N;N;;;;N;
ID2792;Dan;18.02.2021;0.45599537037037;Admin Support;Y;N;32;12:05:36 AM;3;Y;
ID2793;Dan;18.02.2021;0.47099537037037;Contract related;Y;Y;60;12:04:50 AM;3;Y;
ID2794;Dan;18.02.2021;0.47099537037037;Payment related;Y;Y;25;12:05:31 AM;3;Y;
ID2795;Jim;18.02.2021;0.47099537037037;Payment related;Y;Y;72;12:04:11 AM;4;Y;
ID2796;Dan;18.02.2021;0.47099537037037;Technical Support;Y;Y;82;12:01:07 AM;3;Y;
ID2797;Jim;18.02.2021;0.47599537037037;Payment related;N;N;;;;N;
ID2798;Diane;18.02.2021;0.47599537037037;Admin Support;Y;Y;104;12:06:44 AM;4;Y;
ID2799;Stewart;18.02.2021;0.48200231481481;Technical Support;N;N;;;;N;
ID2800;Becky;18.02.2021;0.48200231481481;Technical Support;Y;Y;102;12:02:24 AM;5;Y;
ID2801;Dan;18.02.2021;0.485;Streaming;N;N;;;;N;
ID2802;Dan;18.02.2021;0.485;Technical Support;N;N;;;;N;
ID2803;Martha;18.02.2021;0.545;Streaming;Y;N;86;12:01:35 AM;3;Y;
ID2804;Becky;18.02.2021;0.545;Technical Support;Y;Y;93;12:06:04 AM;2;Y;
ID2805;Stewart;18.02.2021;0.565;Admin Support;N;N;;;;N;
ID2806;Jim;18.02.2021;0.565;Streaming;N;N;;;;N;
ID2807;Dan;18.02.2021;0.56799768518519;Technical Support;Y;Y;39;12:04:13 AM;2;Y;
ID2808;Stewart;18.02.2021;0.56799768518519;Admin Support;Y;Y;119;12:00:46 AM;4;Y;
ID2809;Martha;18.02.2021;0.57299768518519;Contract related;N;N;;;;N;
ID2810;Stewart;18.02.2021;0.57299768518519;Technical Support;Y;Y;71;12:00:42 AM;3;Y;
ID2811;Joe;18.02.2021;0.575;Streaming;Y;Y;111;12:06:54 AM;1;Y;
ID2812;Martha;18.02.2021;0.575;Streaming;Y;N;120;12:04:00 AM;1;Y;
ID2813;Joe;18.02.2021;0.61599537037037;Technical Support;N;N;;;;N;
ID2814;Diane;18.02.2021;0.61599537037037;Admin Support;Y;Y;81;12:03:02 AM;5;Y;
ID2815;Jim;18.02.2021;0.62;Payment related;N;N;;;;N;
